,RG,Sample,Chromosome,Start,End,Length.bp.,NumberofMarkers,Quality,Cummulative,Bold
2559,RG,IndianwolfBH123_25X,chr21,8587813,8700248,112436,540,95.1,31524598,yes
1828,RG,IndianwolfBH123_25X,chr19,25482197,25594696,112500,1117,96.3,31637098,yes
2584,RG,IndianwolfBH123_25X,chr21,15884809,15997311,112503,960,95.5,31749601,yes
2790,RG,IndianwolfBH123_25X,chr22,33771481,33883992,112512,972,95.4,31862113,yes
570,RG,IndianwolfBH123_25X,chr12,31509366,31621889,112524,1058,96.2,31974637,yes
1779,RG,IndianwolfBH123_25X,chr19,10206256,10318820,112565,771,94.5,32087202,yes
5009,RG,IndianwolfBH123_25X,chr33,21464402,21577032,112631,1007,95.9,32199833,yes
5056,RG,IndianwolfBH123_25X,chr34,4938107,5050883,112777,753,94.4,32312610,yes
2526,RG,IndianwolfBH123_25X,chr20,55167404,55280186,112783,661,94.1,32425393,yes
814,RG,IndianwolfBH123_25X,chr14,36753424,36866248,112825,748,96.6,32538218,yes
974,RG,IndianwolfBH123_25X,chr15,30220698,30333530,112833,690,93.1,32651051,yes
1405,RG,IndianwolfBH123_25X,chr17,26195003,26307839,112837,649,94.9,32763888,yes
587,RG,IndianwolfBH123_25X,chr12,41390820,41503664,112845,598,91,32876733,yes
3854,RG,IndianwolfBH123_25X,chr28,27452130,27565062,112933,1050,95.9,32989666,yes
6398,RG,IndianwolfBH123_25X,chr5,8135242,8248178,112937,794,95.7,33102603,yes
3708,RG,IndianwolfBH123_25X,chr27,28055222,28168199,112978,840,95.3,33215581,yes
6762,RG,IndianwolfBH123_25X,chr6,22509894,22622896,113003,1068,96.4,33328584,yes
5843,RG,IndianwolfBH123_25X,chr3,40061222,40174229,113008,670,91,33441592,yes
7508,RG,IndianwolfBH123_25X,chr9,18408441,18521470,113030,507,93.9,33554622,yes
4501,RG,IndianwolfBH123_25X,chr30,22779525,22892579,113055,905,94.9,33667677,yes
592,RG,IndianwolfBH123_25X,chr12,42499416,42612523,113108,1091,91.9,33780785,yes
5063,RG,IndianwolfBH123_25X,chr34,12371746,12484895,113150,1323,93.2,33893935,yes
602,RG,IndianwolfBH123_25X,chr12,45604804,45717975,113172,685,92.5,34007107,yes
2798,RG,IndianwolfBH123_25X,chr22,35322619,35435790,113172,1011,94.6,34120279,yes
979,RG,IndianwolfBH123_25X,chr15,31941869,32055125,113257,863,88.2,34233536,yes
4185,RG,IndianwolfBH123_25X,chr2,17878648,17991999,113352,575,92.1,34346888,yes
5775,RG,IndianwolfBH123_25X,chr3,16371091,16484466,113376,680,94.4,34460264,yes
4206,RG,IndianwolfBH123_25X,chr2,23558256,23671644,113389,1085,94.7,34573653,yes
1575,RG,IndianwolfBH123_25X,chr18,9282596,9396045,113450,633,91.1,34687103,yes
4689,RG,IndianwolfBH123_25X,chr31,26021204,26134743,113540,909,91.2,34800643,yes
2953,RG,IndianwolfBH123_25X,chr23,12867970,12981511,113542,1122,95.2,34914185,yes
685,RG,IndianwolfBH123_25X,chr12,65507839,65621434,113596,847,94.8,35027781,yes
6957,RG,IndianwolfBH123_25X,chr6,74067548,74181223,113676,1002,94.7,35141457,yes
607,RG,IndianwolfBH123_25X,chr12,47291489,47405186,113698,618,85.4,35255155,yes
466,RG,IndianwolfBH123_25X,chr12,3857290,3970991,113702,451,78,35368857,yes
1641,RG,IndianwolfBH123_25X,chr18,35449752,35563514,113763,1029,69.8,35482620,yes
2156,RG,IndianwolfBH123_25X,chr1,69428127,69541935,113809,668,93.5,35596429,yes
2792,RG,IndianwolfBH123_25X,chr22,34010409,34124259,113851,753,92.7,35710280,yes
3749,RG,IndianwolfBH123_25X,chr27,37243059,37356920,113862,753,95.4,35824142,yes
6498,RG,IndianwolfBH123_25X,chr5,34331670,34445702,114033,904,91.4,35938175,yes
2458,RG,IndianwolfBH123_25X,chr20,32531152,32645198,114047,677,83.5,36052222,yes
2113,RG,IndianwolfBH123_25X,chr1,52452982,52567075,114094,983,96.4,36166316,yes
4348,RG,IndianwolfBH123_25X,chr2,63822274,63936395,114122,1054,86.8,36280438,yes
7067,RG,IndianwolfBH123_25X,chr7,26996625,27110815,114191,653,92.9,36394629,yes
5337,RG,IndianwolfBH123_25X,chr36,6885321,6999540,114220,368,93.6,36508849,yes
4693,RG,IndianwolfBH123_25X,chr31,26659320,26773553,114234,1009,95.9,36623083,yes
3307,RG,IndianwolfBH123_25X,chr25,24129832,24244068,114237,726,73.6,36737320,yes
5090,RG,IndianwolfBH123_25X,chr34,20388384,20502682,114299,858,94.6,36851619,yes
1403,RG,IndianwolfBH123_25X,chr17,25978972,26093323,114352,774,71.8,36965971,yes
186,RG,IndianwolfBH123_25X,chr10,65922608,66037162,114555,1078,96.1,37080526,yes
4830,RG,IndianwolfBH123_25X,chr32,15353569,15468129,114561,800,90.7,37195087,yes
5440,RG,IndianwolfBH123_25X,chr36,27198162,27312767,114606,1151,79.5,37309693,yes
1985,RG,IndianwolfBH123_25X,chr1,20463416,20578053,114638,929,95.4,37424331,yes
3084,RG,IndianwolfBH123_25X,chr24,18923099,19037844,114746,660,92.2,37539077,yes
2445,RG,IndianwolfBH123_25X,chr20,30157408,30272197,114790,791,72.6,37653867,yes
2980,RG,IndianwolfBH123_25X,chr23,18134490,18249281,114792,724,86.8,37768659,yes
7527,RG,IndianwolfBH123_25X,chr9,24678669,24793502,114834,643,90.7,37883493,yes
950,RG,IndianwolfBH123_25X,chr15,24991102,25105948,114847,835,95.6,37998340,yes
2071,RG,IndianwolfBH123_25X,chr1,41011380,41126257,114878,882,95.5,38113218,yes
3842,RG,IndianwolfBH123_25X,chr28,25225590,25340543,114954,1048,93.4,38228172,yes
5362,RG,IndianwolfBH123_25X,chr36,13040561,13155514,114954,836,79.7,38343126,yes
7031,RG,IndianwolfBH123_25X,chr7,17113703,17228690,114988,646,91.3,38458114,yes
4787,RG,IndianwolfBH123_25X,chr32,2643514,2758549,115036,1116,90.6,38573150,yes
2411,RG,IndianwolfBH123_25X,chr20,23800643,23915847,115205,946,85.5,38688355,yes
1147,RG,IndianwolfBH123_25X,chr16,16428924,16544130,115207,617,44.6,38803562,yes
5813,RG,IndianwolfBH123_25X,chr3,30247339,30362564,115226,845,93.1,38918788,yes
4038,RG,IndianwolfBH123_25X,chr29,25868252,25983520,115269,841,92.5,39034057,yes
3926,RG,IndianwolfBH123_25X,chr28,37348983,37464280,115298,1615,97.4,39149355,yes
5018,RG,IndianwolfBH123_25X,chr33,24924264,25039616,115353,661,94.1,39264708,yes
5378,RG,IndianwolfBH123_25X,chr36,16577466,16692827,115362,1131,94.7,39380070,yes
756,RG,IndianwolfBH123_25X,chr14,21714209,21829604,115396,608,94.1,39495466,yes
1439,RG,IndianwolfBH123_25X,chr17,35560087,35675512,115426,759,84.5,39610892,yes
5576,RG,IndianwolfBH123_25X,chr37,28616086,28731521,115436,933,95.4,39726328,yes
4408,RG,IndianwolfBH123_25X,chr2,79179494,79294940,115447,898,94,39841775,yes
2698,RG,IndianwolfBH123_25X,chr21,48955492,49071056,115565,1382,96.8,39957340,yes
3159,RG,IndianwolfBH123_25X,chr24,37645726,37761309,115584,1004,95.3,40072924,yes
5674,RG,IndianwolfBH123_25X,chr38,14857428,14973037,115610,841,95.3,40188534,yes
3522,RG,IndianwolfBH123_25X,chr26,20377795,20493519,115725,860,93.4,40304259,yes
6315,RG,IndianwolfBH123_25X,chr4,78651043,78766900,115858,1349,96.9,40420117,yes
5723,RG,IndianwolfBH123_25X,chr38,23232085,23347949,115865,1387,96.4,40535982,yes
1821,RG,IndianwolfBH123_25X,chr19,23910518,24026501,115984,1094,96,40651966,yes
6746,RG,IndianwolfBH123_25X,chr6,18570135,18686132,115998,393,92.8,40767964,yes
1463,RG,IndianwolfBH123_25X,chr17,40508342,40624406,116065,1106,95.5,40884029,yes
2776,RG,IndianwolfBH123_25X,chr22,31392145,31508230,116086,1035,94.2,41000115,yes
6829,RG,IndianwolfBH123_25X,chr6,44709329,44825420,116092,851,95.7,41116207,yes
4984,RG,IndianwolfBH123_25X,chr33,16398758,16514854,116097,1154,94.3,41232304,yes
879,RG,IndianwolfBH123_25X,chr14,56326185,56442296,116112,906,95.7,41348416,yes
6487,RG,IndianwolfBH123_25X,chr5,28812944,28929063,116120,958,82.6,41464536,yes
4323,RG,IndianwolfBH123_25X,chr2,58280701,58396851,116151,680,94.3,41580687,yes
2532,RG,IndianwolfBH123_25X,chr20,55906077,56022351,116275,1093,96.1,41696962,yes
4754,RG,IndianwolfBH123_25X,chr31,38151781,38268062,116282,1413,96.1,41813244,yes
5771,RG,IndianwolfBH123_25X,chr3,15683719,15800044,116326,477,81.9,41929570,yes
5698,RG,IndianwolfBH123_25X,chr38,19209683,19326070,116388,764,95.1,42045958,yes
5610,RG,IndianwolfBH123_25X,chr38,4161263,4277671,116409,1252,92.4,42162367,yes
4932,RG,IndianwolfBH123_25X,chr33,5039802,5156251,116450,1156,94.2,42278817,yes
2062,RG,IndianwolfBH123_25X,chr1,37497632,37614086,116455,818,95,42395272,yes
5180,RG,IndianwolfBH123_25X,chr34,41479063,41595523,116461,1561,97,42511733,yes
1633,RG,IndianwolfBH123_25X,chr18,33390281,33506841,116561,959,93.9,42628294,yes
6825,RG,IndianwolfBH123_25X,chr6,44059842,44176435,116594,797,94.4,42744888,yes
551,RG,IndianwolfBH123_25X,chr12,25424950,25541604,116655,1231,95.4,42861543,yes
1476,RG,IndianwolfBH123_25X,chr17,43110892,43227629,116738,1067,95.5,42978281,yes
6296,RG,IndianwolfBH123_25X,chr4,74896102,75012911,116810,812,70.8,43095091,yes
6936,RG,IndianwolfBH123_25X,chr6,71126039,71242858,116820,1202,96.3,43211911,yes
5791,RG,IndianwolfBH123_25X,chr3,21413910,21530902,116993,700,90.2,43328904,yes
3166,RG,IndianwolfBH123_25X,chr24,38574383,38691376,116994,926,92.7,43445898,yes
4900,RG,IndianwolfBH123_25X,chr32,32160457,32277524,117068,578,93.6,43562966,yes
7343,RG,IndianwolfBH123_25X,chr8,44032379,44149493,117115,411,56,43680081,yes
1536,RG,IndianwolfBH123_25X,chr17,56671308,56788453,117146,686,80.8,43797227,yes
4200,RG,IndianwolfBH123_25X,chr2,22289466,22406624,117159,884,95.4,43914386,yes
2925,RG,IndianwolfBH123_25X,chr22,60717690,60834872,117183,1164,90.3,44031569,yes
4886,RG,IndianwolfBH123_25X,chr32,28459673,28576870,117198,843,95.9,44148767,yes
2786,RG,IndianwolfBH123_25X,chr22,33248679,33365937,117259,751,94.1,44266026,yes
4819,RG,IndianwolfBH123_25X,chr32,11266221,11383519,117299,1104,96.5,44383325,yes
380,RG,IndianwolfBH123_25X,chr11,61394532,61511894,117363,928,95.1,44500688,yes
1546,RG,IndianwolfBH123_25X,chr17,59081452,59198853,117402,601,60.4,44618090,yes
3125,RG,IndianwolfBH123_25X,chr24,30263318,30380793,117476,815,94,44735566,yes
1014,RG,IndianwolfBH123_25X,chr15,43215108,43332597,117490,726,95.2,44853056,yes
1656,RG,IndianwolfBH123_25X,chr18,38696650,38814170,117521,1098,97.2,44970577,yes
7463,RG,IndianwolfBH123_25X,chr8,72623747,72741451,117705,1070,94.1,45088282,yes
5194,RG,IndianwolfBH123_25X,chr35,2741431,2859139,117709,1093,94.6,45205991,yes
272,RG,IndianwolfBH123_25X,chr11,23608008,23725741,117734,662,92.7,45323725,yes
7562,RG,IndianwolfBH123_25X,chr9,32470249,32588077,117829,891,90,45441554,yes
5772,RG,IndianwolfBH123_25X,chr3,15880086,15997928,117843,597,86.6,45559397,yes
1629,RG,IndianwolfBH123_25X,chr18,32080004,32197923,117920,1033,96.3,45677317,yes
3701,RG,IndianwolfBH123_25X,chr27,26748580,26866516,117937,795,87,45795254,yes
1762,RG,IndianwolfBH123_25X,chr19,7038931,7156883,117953,1154,95.8,45913207,yes
2131,RG,IndianwolfBH123_25X,chr1,56343634,56461617,117984,1294,96.7,46031191,yes
3568,RG,IndianwolfBH123_25X,chr26,29908875,30026950,118076,506,94.1,46149267,yes
62,RG,IndianwolfBH123_25X,chr10,27790793,27908907,118115,663,87.2,46267382,yes
4615,RG,IndianwolfBH123_25X,chr31,10361304,10479418,118115,1019,95.1,46385497,yes
2752,RG,IndianwolfBH123_25X,chr22,22708278,22826433,118156,1053,90.7,46503653,yes
6543,RG,IndianwolfBH123_25X,chr5,49672904,49791066,118163,830,96.4,46621816,yes
7033,RG,IndianwolfBH123_25X,chr7,17533567,17651771,118205,821,95.7,46740021,yes
4845,RG,IndianwolfBH123_25X,chr32,18758640,18876944,118305,1225,96.5,46858326,yes
5740,RG,IndianwolfBH123_25X,chr3,7816326,7934661,118336,704,95.1,46976662,yes
14,RG,IndianwolfBH123_25X,chr10,7335130,7453511,118382,882,94,47095044,yes
2565,RG,IndianwolfBH123_25X,chr21,10474834,10593263,118430,1028,88.9,47213474,yes
537,RG,IndianwolfBH123_25X,chr12,22935610,23054117,118508,758,94.1,47331982,yes
149,RG,IndianwolfBH123_25X,chr10,53710248,53828759,118512,1270,96.8,47450494,yes
6744,RG,IndianwolfBH123_25X,chr6,17747187,17865839,118653,765,89.3,47569147,yes
3007,RG,IndianwolfBH123_25X,chr23,26706273,26824944,118672,655,94.6,47687819,yes
1843,RG,IndianwolfBH123_25X,chr19,27106291,27224980,118690,1212,93.4,47806509,yes
4214,RG,IndianwolfBH123_25X,chr2,25195422,25314271,118850,909,95,47925359,yes
7126,RG,IndianwolfBH123_25X,chr7,57918999,58037849,118851,878,95.3,48044210,yes
6978,RG,IndianwolfBH123_25X,chr6,76474132,76593022,118891,1705,95.1,48163101,yes
6119,RG,IndianwolfBH123_25X,chr4,24250891,24369799,118909,494,93,48282010,yes
2813,RG,IndianwolfBH123_25X,chr22,37839123,37958109,118987,996,95.9,48400997,yes
3230,RG,IndianwolfBH123_25X,chr24,46685459,46804482,119024,1263,96.9,48520021,yes
6640,RG,IndianwolfBH123_25X,chr5,72991529,73110625,119097,751,95.7,48639118,yes
751,RG,IndianwolfBH123_25X,chr14,19534187,19653284,119098,845,76.1,48758216,yes
7453,RG,IndianwolfBH123_25X,chr8,69878282,69997423,119142,1118,96,48877358,yes
4909,RG,IndianwolfBH123_25X,chr32,34178603,34297808,119206,877,95.5,48996564,yes
125,RG,IndianwolfBH123_25X,chr10,48904924,49024136,119213,496,92.3,49115777,yes
941,RG,IndianwolfBH123_25X,chr15,23054799,23174110,119312,935,94.4,49235089,yes
2163,RG,IndianwolfBH123_25X,chr1,71066069,71185431,119363,569,93.2,49354452,yes
6524,RG,IndianwolfBH123_25X,chr5,43591062,43710488,119427,715,92.3,49473879,yes
2178,RG,IndianwolfBH123_25X,chr1,77217929,77337377,119449,939,95.1,49593328,yes
6077,RG,IndianwolfBH123_25X,chr4,11958578,12078030,119453,560,94.5,49712781,yes
6673,RG,IndianwolfBH123_25X,chr5,84190133,84309600,119468,1216,95.4,49832249,yes
6342,RG,IndianwolfBH123_25X,chr4,84230586,84350057,119472,1573,95.1,49951721,yes
1073,RG,IndianwolfBH123_25X,chr15,58049587,58169140,119554,1332,96.7,50071275,yes
5773,RG,IndianwolfBH123_25X,chr3,16052643,16172216,119574,812,95.4,50190849,yes
6897,RG,IndianwolfBH123_25X,chr6,63475839,63595587,119749,725,94,50310598,yes
3344,RG,IndianwolfBH123_25X,chr25,32258110,32378006,119897,924,95.4,50430495,yes
629,RG,IndianwolfBH123_25X,chr12,52493254,52613237,119984,930,95.6,50550479,yes
944,RG,IndianwolfBH123_25X,chr15,23543888,23663884,119997,933,92.5,50670476,yes
2417,RG,IndianwolfBH123_25X,chr20,24902573,25022576,120004,955,90.5,50790480,yes
5206,RG,IndianwolfBH123_25X,chr35,5281539,5401703,120165,828,92.3,50910645,yes
7627,RG,IndianwolfBH123_25X,chr9,54975659,55095827,120169,965,96,51030814,yes
3366,RG,IndianwolfBH123_25X,chr25,37195398,37315625,120228,1190,95.9,51151042,yes
1115,RG,IndianwolfBH123_25X,chr16,1498672,1618915,120244,646,93.2,51271286,yes
1610,RG,IndianwolfBH123_25X,chr18,22889430,23009753,120324,741,93.4,51391610,yes
459,RG,IndianwolfBH123_25X,chr12,991981,1112313,120333,792,94.7,51511943,yes
6635,RG,IndianwolfBH123_25X,chr5,72058784,72179118,120335,1107,93.9,51632278,yes
5419,RG,IndianwolfBH123_25X,chr36,23947320,24067687,120368,1223,94.8,51752646,yes
624,RG,IndianwolfBH123_25X,chr12,51793647,51914048,120402,1135,95.8,51873048,yes
42,RG,IndianwolfBH123_25X,chr10,19980982,20101498,120517,812,78.1,51993565,yes
105,RG,IndianwolfBH123_25X,chr10,38842132,38962663,120532,717,94.8,52114097,yes
3378,RG,IndianwolfBH123_25X,chr25,38900863,39021475,120613,919,96.4,52234710,yes
4157,RG,IndianwolfBH123_25X,chr2,11849195,11969821,120627,861,95.4,52355337,yes
1172,RG,IndianwolfBH123_25X,chr16,23750284,23870934,120651,937,96.3,52475988,yes
6105,RG,IndianwolfBH123_25X,chr4,19798759,19919525,120767,458,83.6,52596755,yes
3283,RG,IndianwolfBH123_25X,chr25,18953422,19074241,120820,883,95.3,52717575,yes
4159,RG,IndianwolfBH123_25X,chr2,12198439,12319326,120888,828,95.4,52838463,yes
7159,RG,IndianwolfBH123_25X,chr7,67014655,67135626,120972,704,95.6,52959435,yes
371,RG,IndianwolfBH123_25X,chr11,60159173,60280268,121096,1144,94.2,53080531,yes
3330,RG,IndianwolfBH123_25X,chr25,29750776,29871884,121109,850,95.5,53201640,yes
363,RG,IndianwolfBH123_25X,chr11,57775446,57896648,121203,860,94.9,53322843,yes
7483,RG,IndianwolfBH123_25X,chr9,2157156,2278381,121226,682,90.3,53444069,yes
7178,RG,IndianwolfBH123_25X,chr7,71752431,71873701,121271,838,92.9,53565340,yes
4165,RG,IndianwolfBH123_25X,chr2,13284858,13406167,121310,1084,93.1,53686650,yes
3124,RG,IndianwolfBH123_25X,chr24,30136413,30257866,121454,691,91.3,53808104,yes
1521,RG,IndianwolfBH123_25X,chr17,52292397,52413915,121519,476,90.4,53929623,yes
6133,RG,IndianwolfBH123_25X,chr4,29647177,29768701,121525,1430,96.3,54051148,yes
594,RG,IndianwolfBH123_25X,chr12,44048161,44169719,121559,690,90.3,54172707,yes
7630,RG,IndianwolfBH123_25X,chr9,55486973,55608556,121584,1030,93.9,54294291,yes
2904,RG,IndianwolfBH123_25X,chr22,58107256,58228891,121636,1119,96.4,54415927,yes
2580,RG,IndianwolfBH123_25X,chr21,14667025,14788822,121798,992,94.5,54537725,yes
1525,RG,IndianwolfBH123_25X,chr17,54379807,54501634,121828,1073,96,54659553,yes
210,RG,IndianwolfBH123_25X,chr11,4251288,4373237,121950,503,83.1,54781503,yes
6655,RG,IndianwolfBH123_25X,chr5,78399589,78521563,121975,985,94.9,54903478,yes
5433,RG,IndianwolfBH123_25X,chr36,25752850,25874931,122082,1198,91.2,55025560,yes
5951,RG,IndianwolfBH123_25X,chr3,71145052,71267172,122121,1461,97.1,55147681,yes
2457,RG,IndianwolfBH123_25X,chr20,32403484,32525622,122139,598,93.4,55269820,yes
6269,RG,IndianwolfBH123_25X,chr4,68553671,68675869,122199,940,95.2,55392019,yes
6265,RG,IndianwolfBH123_25X,chr4,67021637,67143893,122257,801,93.5,55514276,yes
4138,RG,IndianwolfBH123_25X,chr2,5990419,6112684,122266,818,95.8,55636542,yes
3409,RG,IndianwolfBH123_25X,chr25,45552819,45675129,122311,1481,95.3,55758853,yes
4048,RG,IndianwolfBH123_25X,chr29,28434204,28556538,122335,806,80.8,55881188,yes
4706,RG,IndianwolfBH123_25X,chr31,31548510,31670879,122370,1063,96.3,56003558,yes
155,RG,IndianwolfBH123_25X,chr10,55123032,55245406,122375,712,94.8,56125933,yes
4135,RG,IndianwolfBH123_25X,chr2,3252476,3374874,122399,644,86.9,56248332,yes
2448,RG,IndianwolfBH123_25X,chr20,30942534,31064950,122417,992,96.4,56370749,yes
709,RG,IndianwolfBH123_25X,chr12,70605384,70727898,122515,1386,96.6,56493264,yes
840,RG,IndianwolfBH123_25X,chr14,43767665,43890179,122515,872,94.4,56615779,yes
190,RG,IndianwolfBH123_25X,chr10,66475665,66598187,122523,1057,95.8,56738302,yes
7160,RG,IndianwolfBH123_25X,chr7,67275021,67397551,122531,897,95.2,56860833,yes
6764,RG,IndianwolfBH123_25X,chr6,22855808,22978379,122572,1122,92.6,56983405,yes
4933,RG,IndianwolfBH123_25X,chr33,5161985,5284578,122594,1379,97,57105999,yes
152,RG,IndianwolfBH123_25X,chr10,54277512,54400121,122610,892,95.4,57228609,yes
411,RG,IndianwolfBH123_25X,chr11,68353013,68475653,122641,1437,93.8,57351250,yes
3158,RG,IndianwolfBH123_25X,chr24,37443535,37566224,122690,1214,95.1,57473940,yes
4034,RG,IndianwolfBH123_25X,chr29,24658072,24780947,122876,514,78.5,57596816,yes
321,RG,IndianwolfBH123_25X,chr11,39331631,39454510,122880,704,92.7,57719696,yes
7519,RG,IndianwolfBH123_25X,chr9,22452527,22575509,122983,549,84.2,57842679,yes
5065,RG,IndianwolfBH123_25X,chr34,12732982,12855971,122990,831,95,57965669,yes
5097,RG,IndianwolfBH123_25X,chr34,21869052,21992129,123078,772,94.4,58088747,yes
3340,RG,IndianwolfBH123_25X,chr25,31725506,31848593,123088,926,94.9,58211835,yes
5091,RG,IndianwolfBH123_25X,chr34,20517080,20640226,123147,831,94,58334982,yes
4397,RG,IndianwolfBH123_25X,chr2,76743149,76866351,123203,904,94.2,58458185,yes
4935,RG,IndianwolfBH123_25X,chr33,5426589,5549856,123268,1115,95.6,58581453,yes
4485,RG,IndianwolfBH123_25X,chr30,17487495,17610814,123320,684,86.1,58704773,yes
3439,RG,IndianwolfBH123_25X,chr25,49609703,49733129,123427,2169,96.6,58828200,yes
6412,RG,IndianwolfBH123_25X,chr5,10796858,10920360,123503,1037,96.6,58951703,yes
6632,RG,IndianwolfBH123_25X,chr5,71418692,71542342,123651,479,58.5,59075354,yes
6595,RG,IndianwolfBH123_25X,chr5,61734052,61857734,123683,849,93.9,59199037,yes
2839,RG,IndianwolfBH123_25X,chr22,44585195,44708892,123698,905,95.3,59322735,yes
7192,RG,IndianwolfBH123_25X,chr7,74806357,74930149,123793,1131,94.2,59446528,yes
2557,RG,IndianwolfBH123_25X,chr21,7550448,7674330,123883,980,94.3,59570411,yes
7362,RG,IndianwolfBH123_25X,chr8,49035463,49159732,124270,947,83.9,59694681,yes
5377,RG,IndianwolfBH123_25X,chr36,16391665,16515935,124271,881,92.3,59818952,yes
6858,RG,IndianwolfBH123_25X,chr6,53077439,53201788,124350,790,94.7,59943302,yes
1870,RG,IndianwolfBH123_25X,chr19,32611959,32736405,124447,1072,95.8,60067749,yes
1350,RG,IndianwolfBH123_25X,chr17,6641401,6765855,124455,593,94.8,60192204,yes
6458,RG,IndianwolfBH123_25X,chr5,20971746,21096265,124520,706,94.1,60316724,yes
4271,RG,IndianwolfBH123_25X,chr2,39466720,39591678,124959,1018,50.1,60441683,yes
5326,RG,IndianwolfBH123_25X,chr36,3485170,3610156,124987,844,96,60566670,yes
4489,RG,IndianwolfBH123_25X,chr30,18180544,18305580,125037,680,94,60691707,yes
6153,RG,IndianwolfBH123_25X,chr4,35033037,35158133,125097,1314,87.2,60816804,yes
3965,RG,IndianwolfBH123_25X,chr29,2460710,2585817,125108,1006,87.5,60941912,yes
5696,RG,IndianwolfBH123_25X,chr38,18663450,18788562,125113,1184,94.5,61067025,yes
3349,RG,IndianwolfBH123_25X,chr25,34000094,34125260,125167,1181,96.2,61192192,yes
4531,RG,IndianwolfBH123_25X,chr30,29020845,29146057,125213,505,81,61317405,yes
1162,RG,IndianwolfBH123_25X,chr16,19981418,20106688,125271,1516,96.2,61442676,yes
2072,RG,IndianwolfBH123_25X,chr1,41358441,41483773,125333,640,93.3,61568009,yes
5770,RG,IndianwolfBH123_25X,chr3,15145941,15271298,125358,638,91.5,61693367,yes
687,RG,IndianwolfBH123_25X,chr12,65932032,66057465,125434,608,94.5,61818801,yes
5512,RG,IndianwolfBH123_25X,chr37,11765250,11890697,125448,460,91.6,61944249,yes
3600,RG,IndianwolfBH123_25X,chr27,2637674,2763160,125487,2126,96.6,62069736,yes
153,RG,IndianwolfBH123_25X,chr10,54689198,54814727,125530,508,91.2,62195266,yes
2860,RG,IndianwolfBH123_25X,chr22,50885640,51011173,125534,960,90.4,62320800,yes
264,RG,IndianwolfBH123_25X,chr11,21642782,21768374,125593,1054,96.4,62446393,yes
502,RG,IndianwolfBH123_25X,chr12,14662570,14788270,125701,803,94.7,62572094,yes
2911,RG,IndianwolfBH123_25X,chr22,59179652,59305397,125746,791,95.7,62697840,yes
3887,RG,IndianwolfBH123_25X,chr28,32862777,32988551,125775,1388,94.7,62823615,yes
